"Gene","Base Mean","log2FC","LFC SE","p-value","FDR","Significant?","Ensembl ID","Symbol","MAP locus","Gene type","Gene description"
"ENSG00000235786",67.824,0.33,0.343,"1.79e-01","4.43e-01","No","ENSG00000235786",NA,NA,NA,NA
"HMGB3P4",69.122,0.33,0.363,"1.92e-01","4.61e-01","No","ENSG00000228808","HMGB3P4","13q32.3","pseudo","high mobility group box 3 pseudogene 4"
"EEF2K",444.306,0.33,0.37,"1.95e-01","4.65e-01","No","ENSG00000103319","EEF2K","16p12.2","protein-coding","eukaryotic elongation factor 2 kinase"
"SLC24A1",189.222,0.33,0.37,"1.96e-01","4.66e-01","No","ENSG00000074621","SLC24A1","15q22.31","protein-coding","solute carrier family 24 member 1"
"INCENP",639.73,0.33,0.385,"2.02e-01","4.74e-01","No","ENSG00000149503","INCENP","11q12.3","protein-coding","inner centromere protein"
"PMM1",219.744,0.33,0.392,"2.06e-01","4.79e-01","No","ENSG00000100417","PMM1","22q13.2","protein-coding","phosphomannomutase 1"
"GPI",1924.971,0.33,0.394,"2.07e-01","4.79e-01","No","ENSG00000105220","GPI","19q13.11","protein-coding","glucose-6-phosphate isomerase"
"TRIM65",76.262,0.33,0.399,"2.09e-01","4.82e-01","No","ENSG00000141569","TRIM65","17q25.1","protein-coding","tripartite motif containing 65"
"ENSG00000275084",255.437,0.33,0.459,"2.11e-01","4.84e-01","No","ENSG00000275084",NA,NA,NA,NA
"ENSG00000286428",33.469,0.33,0.414,"2.12e-01","4.85e-01","No","ENSG00000286428",NA,NA,NA,NA
"SMIM29",96.638,0.33,0.42,"2.13e-01","4.87e-01","No","ENSG00000186577","SMIM29","6p21.31","protein-coding","small integral membrane protein 29"
"LAMA1",13.658,0.33,0.485,"2.01e-01"," NA","No","ENSG00000101680","LAMA1","18p11.31","protein-coding","laminin subunit alpha 1"
"SLC25A20",12.585,0.33,0.466,"2.09e-01"," NA","No","ENSG00000178537","SLC25A20","3p21.31","protein-coding","solute carrier family 25 member 20"
"VN1R21P",9.809,0.33,0.478,"2.04e-01"," NA","No","ENSG00000224752","VN1R21P","3p25.1","pseudo","vomeronasal 1 receptor 21 pseudogene"
"KALRN",10844.046,0.329,0.284,"1.29e-01","3.71e-01","No","ENSG00000160145","KALRN","3q21.1-q21.2","protein-coding","kalirin RhoGEF kinase"
"USP40",473.454,0.329,0.301,"1.46e-01","3.98e-01","No","ENSG00000085982","USP40","2q37.1","protein-coding","ubiquitin specific peptidase 40"
"FARS2",271.512,0.329,0.304,"1.47e-01","4.00e-01","No","ENSG00000145982","FARS2","6p25.1","protein-coding","phenylalanyl-tRNA synthetase 2, mitochondrial"
"DNMBP",188.852,0.329,0.317,"1.60e-01","4.18e-01","No","ENSG00000107554","DNMBP","10q24.2","protein-coding","dynamin binding protein"
"ATXN2L",803.703,0.329,0.32,"1.61e-01","4.20e-01","No","ENSG00000168488","ATXN2L","16p11.2","protein-coding","ataxin 2 like"
"MPPE1",174.63,0.329,0.333,"1.72e-01","4.33e-01","No","ENSG00000154889","MPPE1","18p11.21","protein-coding","metallophosphoesterase 1"
"ENSG00000262001",470.19,0.329,0.333,"1.73e-01","4.35e-01","No","ENSG00000262001",NA,NA,NA,NA
"LINC02668",44.413,0.329,0.362,"1.93e-01","4.62e-01","No","ENSG00000226762","LINC02668","10p15.2","ncRNA","long intergenic non-protein coding RNA 2668"
"ENSG00000294099",49.313,0.329,0.365,"1.94e-01","4.64e-01","No","ENSG00000294099",NA,NA,NA,NA
"EPHX2",40.022,0.329,0.367,"1.96e-01","4.66e-01","No","ENSG00000120915","EPHX2","8p21.2-p21.1","protein-coding","epoxide hydrolase 2"
"ELN",37.276,0.329,0.386,"2.05e-01","4.76e-01","No","ENSG00000049540","ELN","7q11.23","protein-coding","elastin"
"SFRP5",21.951,0.329,0.462,"2.12e-01","4.85e-01","No","ENSG00000120057","SFRP5","10q24.2","protein-coding","secreted frizzled related protein 5"
"THBS2",46.962,0.329,0.435,"2.15e-01","4.88e-01","No","ENSG00000186340","THBS2","6q27","protein-coding","thrombospondin 2"
"ENSG00000241962",24.718,0.329,0.437,"2.15e-01","4.89e-01","No","ENSG00000241962",NA,NA,NA,NA
"PDE7A-DT",10.447,0.329,0.497,"1.94e-01"," NA","No","ENSG00000272192","PDE7A-DT","8q13.1","ncRNA","PDE7A divergent transcript"
"DNAJB12",355.215,0.328,0.305,"1.50e-01","4.04e-01","No","ENSG00000148719","DNAJB12","10q22.1","protein-coding","DnaJ heat shock protein family (Hsp40) member B12"
"ENSG00000306678",29.187,0.328,0.516,"1.77e-01","4.41e-01","No","ENSG00000306678",NA,NA,NA,NA
"SSRP1",588.809,0.328,0.34,"1.79e-01","4.43e-01","No","ENSG00000149136","SSRP1","11q12.1","protein-coding","structure specific recognition protein 1"
"ARHGEF28",578.952,0.328,0.35,"1.87e-01","4.53e-01","No","ENSG00000214944","ARHGEF28","5q13.2","protein-coding","Rho guanine nucleotide exchange factor 28"
"ENSG00000233064",44.706,0.328,0.358,"1.91e-01","4.60e-01","No","ENSG00000233064",NA,NA,NA,NA
"ABCB6",59.845,0.328,0.387,"2.07e-01","4.79e-01","No","ENSG00000115657","ABCB6","2q35","protein-coding","ATP binding cassette subfamily B member 6 (LAN blood group)"
"LURAP1",131.613,0.328,0.393,"2.09e-01","4.82e-01","No","ENSG00000171357","LURAP1","1p34.1","protein-coding","leucine rich adaptor protein 1"
"ENSG00000304083",22.49,0.328,0.435,"2.16e-01","4.90e-01","No","ENSG00000304083",NA,NA,NA,NA
"AK8",28.174,0.328,0.433,"2.16e-01","4.90e-01","No","ENSG00000165695","AK8","9q34.13","protein-coding","adenylate kinase 8"
"ENSG00000250409",32.832,0.328,0.425,"2.16e-01","4.90e-01","No","ENSG00000250409",NA,NA,NA,NA
"LOC124904076",46.294,0.328,0.442,"2.16e-01","4.90e-01","No","ENSG00000287403","LOC124904076","17q25.3","ncRNA","uncharacterized LOC124904076"
"ENSG00000258811",14.07,0.328,0.438,"2.16e-01"," NA","No","ENSG00000258811",NA,NA,NA,NA
"ENSG00000293621",9.369,0.328,0.494,"1.97e-01"," NA","No","ENSG00000293621",NA,NA,NA,NA
"ZNF593OS",16.916,0.328,0.45,"2.15e-01"," NA","No","ENSG00000236782","ZNF593OS","1p36.11","protein-coding","ZNF593 opposite strand"
"PSPC1",1298.573,0.327,0.281,"1.28e-01","3.70e-01","No","ENSG00000121390","PSPC1","13q12.11","protein-coding","paraspeckle component 1"
"SFXN3",680.398,0.327,0.289,"1.36e-01","3.82e-01","No","ENSG00000107819","SFXN3","10q24.31","protein-coding","sideroflexin 3"
"ZNF774",297.947,0.327,0.318,"1.62e-01","4.21e-01","No","ENSG00000196391","ZNF774","15q26.1","protein-coding","zinc finger protein 774"
"DHX30",847.038,0.327,0.323,"1.67e-01","4.27e-01","No","ENSG00000132153","DHX30","3p21.31","protein-coding","DExH-box helicase 30"
"PPP5C",587.561,0.327,0.361,"1.95e-01","4.65e-01","No","ENSG00000011485","PPP5C","19q13.32","protein-coding","protein phosphatase 5 catalytic subunit"
"CAMTA2",822.034,0.327,0.375,"2.02e-01","4.74e-01","No","ENSG00000108509","CAMTA2","17p13.2","protein-coding","calmodulin binding transcription activator 2"
"TMEM63B",692.732,0.327,0.376,"2.03e-01","4.74e-01","No","ENSG00000137216","TMEM63B","6p21.1","protein-coding","transmembrane protein 63B"
"ENSG00000279300",73.129,0.327,0.379,"2.04e-01","4.76e-01","No","ENSG00000279300",NA,NA,NA,NA
"PUF60",309.995,0.327,0.38,"2.05e-01","4.77e-01","No","ENSG00000179950","PUF60","8q24.3","protein-coding","poly(U) binding splicing factor 60"
"ENSG00000294355",31.105,0.327,0.38,"2.06e-01","4.77e-01","No","ENSG00000294355",NA,NA,NA,NA
"ENSG00000307926",27.262,0.327,0.471,"2.10e-01","4.83e-01","No","ENSG00000307926",NA,NA,NA,NA
"ENSG00000300393",98.465,0.327,0.394,"2.11e-01","4.84e-01","No","ENSG00000300393",NA,NA,NA,NA
"ENSG00000197815",89.98,0.327,0.397,"2.12e-01","4.85e-01","No","ENSG00000197815",NA,NA,NA,NA
"ENSG00000244125",13.587,0.327,0.487,"2.03e-01"," NA","No","ENSG00000244125",NA,NA,NA,NA
"ENSG00000304678",15.731,0.327,0.456,"2.15e-01"," NA","No","ENSG00000304678",NA,NA,NA,NA
"ENSG00000305726",7.313,0.327,0.534,"1.57e-01"," NA","No","ENSG00000305726",NA,NA,NA,NA
"ENSG00000309157",10.106,0.327,0.47,"2.11e-01"," NA","No","ENSG00000309157",NA,NA,NA,NA
"ASXL1",961.718,0.326,0.322,"1.67e-01","4.28e-01","No","ENSG00000171456","ASXL1","20q11.21","protein-coding","ASXL transcriptional regulator 1"
"TMEM39B",167.095,0.326,0.362,"1.97e-01","4.67e-01","No","ENSG00000121775","TMEM39B","1p35.2","protein-coding","transmembrane protein 39B"
"TMEM184B",530.827,0.326,0.362,"1.97e-01","4.67e-01","No","ENSG00000198792","TMEM184B","22q13.1","protein-coding","transmembrane protein 184B"
"ENSG00000308808",111.02,0.326,0.373,"2.03e-01","4.74e-01","No","ENSG00000308808",NA,NA,NA,NA
"HRNR",157.74,0.326,0.38,"2.06e-01","4.78e-01","No","ENSG00000197915","HRNR","1q21.3","protein-coding","hornerin"
"ENSG00000298590",38.947,0.326,0.382,"2.07e-01","4.79e-01","No","ENSG00000298590",NA,NA,NA,NA
"RUFY1-AS1",32.895,0.326,0.393,"2.11e-01","4.84e-01","No","ENSG00000244945","RUFY1-AS1","5q35.3","ncRNA","RUFY1 antisense RNA 1"
"SEPTIN7P7",31.704,0.326,0.398,"2.13e-01","4.86e-01","No","ENSG00000229897","SEPTIN7P7","9q22.33","pseudo","septin 7 pseudogene 7"
"FBXW4P1",80.949,0.326,0.402,"2.15e-01","4.89e-01","No","ENSG00000230701","FBXW4P1","22q11.23","pseudo","F-box and WD repeat domain containing 4 pseudogene 1"
"ENSG00000280486",41.979,0.326,0.406,"2.15e-01","4.89e-01","No","ENSG00000280486",NA,NA,NA,NA
"ENSG00000305712",21.128,0.326,0.415,"2.17e-01","4.91e-01","No","ENSG00000305712",NA,NA,NA,NA
"FAM107B",42.685,0.326,0.411,"2.17e-01","4.91e-01","No","ENSG00000065809","FAM107B","10p13","protein-coding","family with sequence similarity 107 member B"
"PDLIM3",24.475,0.326,0.425,"2.18e-01","4.93e-01","No","ENSG00000154553","PDLIM3","4q35.1","protein-coding","PDZ and LIM domain 3"
"EMP3",9.973,0.326,0.465,"2.14e-01"," NA","No","ENSG00000142227","EMP3","19q13.33","protein-coding","epithelial membrane protein 3 (MAM blood group)"
"ENSG00000275120",12.039,0.326,0.472,"2.11e-01"," NA","No","ENSG00000275120",NA,NA,NA,NA
"ENSG00000276109",8.754,0.326,0.511,"1.85e-01"," NA","No","ENSG00000276109",NA,NA,NA,NA
"SDHAP2",1081.139,0.325,0.288,"1.38e-01","3.86e-01","No","ENSG00000242086","SDHAP2","3q29","pseudo","SDHA pseudogene 2"
"ANKRD36C",3860.896,0.325,0.303,"1.51e-01","4.05e-01","No","ENSG00000174501","ANKRD36C","2q11.1","protein-coding","ankyrin repeat domain 36C"
"IGF2R",1056.944,0.325,0.305,"1.53e-01","4.08e-01","No","ENSG00000197081","IGF2R","6q25.3","protein-coding","insulin like growth factor 2 receptor"
"PCDH1",1455.829,0.325,0.317,"1.64e-01","4.24e-01","No","ENSG00000156453","PCDH1","5q31.3","protein-coding","protocadherin 1"
"TRAPPC10",503,0.325,0.325,"1.71e-01","4.33e-01","No","ENSG00000160218","TRAPPC10","21q22.3","protein-coding","trafficking protein particle complex subunit 10"
"PECR",88.332,0.325,0.342,"1.84e-01","4.50e-01","No","ENSG00000115425","PECR","2q35","protein-coding","peroxisomal trans-2-enoyl-CoA reductase"
"SRGAP3-AS3",50.119,0.325,0.359,"1.96e-01","4.66e-01","No","ENSG00000227929","SRGAP3-AS3","3p25.3","ncRNA","SRGAP3 antisense RNA 3"
"EIF3B",603.88,0.325,0.362,"1.98e-01","4.68e-01","No","ENSG00000106263","EIF3B","7p22.3","protein-coding","eukaryotic translation initiation factor 3 subunit B"
"LPAR1",18.162,0.325,0.484,"2.07e-01","4.79e-01","No","ENSG00000198121","LPAR1","9q31.3","protein-coding","lysophosphatidic acid receptor 1"
"PLA2G4A",43.449,0.325,0.384,"2.09e-01","4.82e-01","No","ENSG00000116711","PLA2G4A","1q31.1","protein-coding","phospholipase A2 group IVA"
"LOC101927159",28.181,0.325,0.393,"2.13e-01","4.86e-01","No","ENSG00000229042","LOC101927159","20q12","ncRNA","uncharacterized LOC101927159"
"SPINDOC",104.027,0.325,0.394,"2.13e-01","4.87e-01","No","ENSG00000168005","SPINDOC","11q13.1","protein-coding","spindlin interactor and repressor of chromatin binding"
"SLC25A22",217.918,0.325,0.401,"2.15e-01","4.89e-01","No","ENSG00000177542","SLC25A22","11p15.5","protein-coding","solute carrier family 25 member 22"
"ENSG00000261600",51.774,0.325,0.417,"2.19e-01","4.93e-01","No","ENSG00000261600",NA,NA,NA,NA
"VIPR2",44.107,0.325,0.431,"2.20e-01","4.94e-01","No","ENSG00000106018","VIPR2","7q36.3","protein-coding","vasoactive intestinal peptide receptor 2"
"ADGRF3",19.693,0.325,0.428,"2.20e-01","4.94e-01","No","ENSG00000173567","ADGRF3","2p23.3","protein-coding","adhesion G protein-coupled receptor F3"
"ADAMTS12",10.2,0.325,0.493,"2.01e-01"," NA","No","ENSG00000151388","ADAMTS12","5p13.3-p13.2","protein-coding","ADAM metallopeptidase with thrombospondin type 1 motif 12"
"ENSG00000273188",13.426,0.325,0.45,"2.18e-01"," NA","No","ENSG00000273188",NA,NA,NA,NA
"ENSG00000288605",10.493,0.325,0.486,"2.05e-01"," NA","No","ENSG00000288605",NA,NA,NA,NA
"ENSG00000303176",17.428,0.325,0.46,"2.17e-01"," NA","No","ENSG00000303176",NA,NA,NA,NA
"ENSG00000308820",9.666,0.325,0.471,"2.13e-01"," NA","No","ENSG00000308820",NA,NA,NA,NA
"TLX2",10.115,0.325,0.496,"1.98e-01"," NA","No","ENSG00000115297","TLX2","2p13.1","protein-coding","T cell leukemia homeobox 2"
"PPIEL",240.267,0.324,0.323,"1.71e-01","4.32e-01","No","ENSG00000291129","PPIEL","1p34.3","pseudo","peptidylprolyl isomerase E like (pseudogene)"
"SLC26A8",146.58,0.324,0.324,"1.71e-01","4.33e-01","No","ENSG00000112053","SLC26A8","6p21.31","protein-coding","solute carrier family 26 member 8"
"FAHD2A",446.231,0.324,0.326,"1.73e-01","4.35e-01","No","ENSG00000115042","FAHD2A","2q11.1","protein-coding","fumarylacetoacetate hydrolase domain containing 2A"
"HARS2",330.712,0.324,0.335,"1.81e-01","4.45e-01","No","ENSG00000112855","HARS2","5q31.3","protein-coding","histidyl-tRNA synthetase 2, mitochondrial"
"CLUAP1",638.012,0.324,0.338,"1.82e-01","4.47e-01","No","ENSG00000103351","CLUAP1","16p13.3","protein-coding","clusterin associated protein 1"
"ENSG00000299866",23.631,0.324,0.501,"1.96e-01","4.66e-01","No","ENSG00000299866",NA,NA,NA,NA
"STK11",302.484,0.324,0.387,"2.11e-01","4.84e-01","No","ENSG00000118046","STK11","19p13.3","protein-coding","serine/threonine kinase 11"
"LINC02072",27.49,0.324,0.462,"2.17e-01","4.91e-01","No","ENSG00000267452",NA,NA,NA,NA
"FBXL22",23.054,0.324,0.415,"2.20e-01","4.95e-01","No","ENSG00000197361","FBXL22","15q22.31","protein-coding","F-box and leucine rich repeat protein 22"
"GRK3-AS1",38.667,0.324,0.423,"2.21e-01","4.95e-01","No","ENSG00000234884","GRK3-AS1","22q12.1","ncRNA","GRK3 antisense RNA 1"
"RN7SL45P",23.615,0.324,0.429,"2.21e-01","4.95e-01","No","ENSG00000264862","RN7SL45P","17q11.2","pseudo","RNA, 7SL, cytoplasmic 45, pseudogene"
"JOSD2",23.133,0.324,0.448,"2.21e-01","4.96e-01","No","ENSG00000161677","JOSD2","19q13.33","protein-coding","Josephin domain containing 2"
"ENSG00000272849",28.282,0.324,0.431,"2.22e-01","4.96e-01","No","ENSG00000272849",NA,NA,NA,NA
"ENSG00000267786",16.332,0.324,0.458,"2.18e-01"," NA","No","ENSG00000267786",NA,NA,NA,NA
"ENSG00000285190",11.1,0.324,0.494,"2.02e-01"," NA","No","ENSG00000285190",NA,NA,NA,NA
"FAM24B",15.346,0.324,0.459,"2.18e-01"," NA","No","ENSG00000213185","FAM24B","10q26.13","protein-coding","family with sequence similarity 24 member B"
"LOC105378353",13.516,0.324,0.446,"2.21e-01"," NA","No","ENSG00000289607","LOC105378353","10q22.1","ncRNA","uncharacterized LOC105378353"
"DNAJC1",203.763,0.323,0.297,"1.48e-01","4.01e-01","No","ENSG00000136770","DNAJC1","10p12.31","protein-coding","DnaJ heat shock protein family (Hsp40) member C1"
"GBF1",1498.293,0.323,0.298,"1.48e-01","4.01e-01","No","ENSG00000107862","GBF1","10q24.32","protein-coding","golgi brefeldin A resistant guanine nucleotide exchange factor 1"
"SEC24C",304.334,0.323,0.307,"1.57e-01","4.14e-01","No","ENSG00000176986","SEC24C","10q22.2","protein-coding","SEC24 homolog C, COPII coat complex component"
"INO80",973.748,0.323,0.307,"1.57e-01","4.14e-01","No","ENSG00000128908","INO80","15q15.1","protein-coding","INO80 complex ATPase subunit"
"SRGAP3",3722.448,0.323,0.307,"1.58e-01","4.15e-01","No","ENSG00000196220","SRGAP3","3p25.3","protein-coding","SLIT-ROBO Rho GTPase activating protein 3"
"ZNF235",243.28,0.323,0.311,"1.61e-01","4.20e-01","No","ENSG00000159917","ZNF235","19q13.31","protein-coding","zinc finger protein 235"
"LOC651337",96.144,0.323,0.373,"2.07e-01","4.79e-01","No","ENSG00000293104","LOC651337","9q34.3","ncRNA","uncharacterized LOC651337"
"GPKOW",196.622,0.323,0.374,"2.07e-01","4.79e-01","No","ENSG00000068394","GPKOW","Xp11.23","protein-coding","G-patch domain and KOW motifs"
"AIMP2",53.968,0.323,0.376,"2.08e-01","4.81e-01","No","ENSG00000106305","AIMP2","7p22.1","protein-coding","aminoacyl tRNA synthetase complex interacting multifunctional protein 2"
"AQP1",45.243,0.323,0.377,"2.09e-01","4.82e-01","No","ENSG00000240583","AQP1","7p14.3","protein-coding","aquaporin 1 (Colton blood group)"
"LINC00907",33.708,0.323,0.39,"2.14e-01","4.88e-01","No","ENSG00000267586","LINC00907","18q12.3","ncRNA","long intergenic non-protein coding RNA 907"
"EOLA1-DT",150.731,0.323,0.39,"2.15e-01","4.89e-01","No","ENSG00000241769","EOLA1-DT","Xq28","ncRNA","EOLA1 divergent transcript"
"CRHR1",20.523,0.323,0.464,"2.19e-01","4.93e-01","No","ENSG00000120088",NA,NA,NA,NA
"CRHR1",20.523,0.323,0.464,"2.19e-01","4.93e-01","No","ENSG00000263715",NA,NA,NA,NA
"NLRC5",29.591,0.323,0.457,"2.20e-01","4.94e-01","No","ENSG00000140853","NLRC5","16q13","protein-coding","NLR family CARD domain containing 5"
"PFKFB1",23.129,0.323,0.413,"2.22e-01","4.96e-01","No","ENSG00000158571","PFKFB1","Xp11.21","protein-coding","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"DLL1",21.09,0.323,0.443,"2.22e-01","4.96e-01","No","ENSG00000198719","DLL1","6q27","protein-coding","delta like canonical Notch ligand 1"
"ENSG00000294186",19.544,0.323,0.421,"2.22e-01","4.96e-01","No","ENSG00000294186",NA,NA,NA,NA
"MZT2B",49.674,0.323,0.419,"2.22e-01","4.96e-01","No","ENSG00000152082","MZT2B","2q21.1","protein-coding","mitotic spindle organizing protein 2B"
"SLC30A2",29.313,0.323,0.427,"2.22e-01","4.96e-01","No","ENSG00000158014","SLC30A2","1p36.11","protein-coding","solute carrier family 30 member 2"
"ADRA2C",12.901,0.323,0.498,"2.00e-01"," NA","No","ENSG00000184160","ADRA2C","4p16.3","protein-coding","adrenoceptor alpha 2C"
"ENSG00000267769",13.15,0.323,0.504,"1.95e-01"," NA","No","ENSG00000267769",NA,NA,NA,NA
"ENSG00000286579",11.05,0.323,0.487,"2.07e-01"," NA","No","ENSG00000286579",NA,NA,NA,NA
"ENSG00000287458",6.033,0.323,0.521,"1.78e-01"," NA","No","ENSG00000287458",NA,NA,NA,NA
"H2BP9",10.109,0.323,0.468,"2.17e-01"," NA","No","ENSG00000231787","H2BP9","Xq22.2","pseudo","H2B histone pseudogene 9"
"RPL7AP14",15.15,0.323,0.434,"2.23e-01"," NA","No","ENSG00000213979","RPL7AP14","20q11.23","pseudo","ribosomal protein L7a pseudogene 14"
"MTMR4",760.984,0.322,0.302,"1.54e-01","4.09e-01","No","ENSG00000108389","MTMR4","17q22","protein-coding","myotubularin related protein 4"
"KCNC4",589.325,0.322,0.311,"1.63e-01","4.22e-01","No","ENSG00000116396","KCNC4","1p13.3","protein-coding","potassium voltage-gated channel subfamily C member 4"
"SMUG1",112.625,0.322,0.336,"1.84e-01","4.50e-01","No","ENSG00000123415","SMUG1","12q13.13","protein-coding","single-strand-selective monofunctional uracil-DNA glycosylase 1"
"GPR179",176.773,0.322,0.357,"1.99e-01","4.69e-01","No","ENSG00000277399","GPR179","17q12","protein-coding","G protein-coupled receptor 179"
"TCF7",306.243,0.322,0.361,"2.02e-01","4.73e-01","No","ENSG00000081059","TCF7","5q31.1","protein-coding","transcription factor 7"
"PLK1",121.717,0.322,0.364,"2.03e-01","4.75e-01","No","ENSG00000166851","PLK1","16p12.2","protein-coding","polo like kinase 1"
"ENSG00000286849",48.595,0.322,0.38,"2.11e-01","4.84e-01","No","ENSG00000286849",NA,NA,NA,NA
"ENSG00000286583",28.677,0.322,0.397,"2.18e-01","4.92e-01","No","ENSG00000286583",NA,NA,NA,NA
"ENSG00000309565",64.359,0.322,0.425,"2.24e-01","4.98e-01","No","ENSG00000309565",NA,NA,NA,NA
"IQCF3",12.849,0.322,0.456,"2.21e-01"," NA","No","ENSG00000229972","IQCF3","3p21.2","protein-coding","IQ motif containing F3"
"JUNB",93.09,0.322,0.555," NA"," NA","No","ENSG00000171223","JUNB","19p13.13","protein-coding","JunB proto-oncogene, AP-1 transcription factor subunit"
"OR2T11",13.182,0.322,0.486,"2.08e-01"," NA","No","ENSG00000279301","OR2T11","1q44","protein-coding","olfactory receptor family 2 subfamily T member 11"
"KCNH1",1033.786,0.321,0.275,"1.28e-01","3.69e-01","No","ENSG00000143473","KCNH1","1q32.2","protein-coding","potassium voltage-gated channel subfamily H member 1"
"EP400",2890.519,0.321,0.304,"1.57e-01","4.15e-01","No","ENSG00000183495","EP400","12q24.33","protein-coding","E1A binding protein p400"
"KLHL21",218.355,0.321,0.311,"1.65e-01","4.25e-01","No","ENSG00000162413","KLHL21","1p36.31","protein-coding","kelch like family member 21"
"ENSG00000261553",238.507,0.321,0.33,"1.81e-01","4.45e-01","No","ENSG00000261553",NA,NA,NA,NA
"AXIN2",192.166,0.321,0.333,"1.83e-01","4.48e-01","No","ENSG00000168646","AXIN2","17q24.1","protein-coding","axin 2"
"ABCA3",1221.005,0.321,0.35,"1.95e-01","4.65e-01","No","ENSG00000167972","ABCA3","16p13.3","protein-coding","ATP binding cassette subfamily A member 3"
"KLHL35",98.234,0.321,0.368,"2.07e-01","4.79e-01","No","ENSG00000149243","KLHL35","11q13.4","protein-coding","kelch like family member 35"
"CDC34",186.772,0.321,0.382,"2.13e-01","4.87e-01","No","ENSG00000099804","CDC34","19p13.3","protein-coding","cell division cycle 34, ubiqiutin conjugating enzyme"
"TMEM147-AS1",99.925,0.321,0.382,"2.14e-01","4.88e-01","No","ENSG00000236144","TMEM147-AS1","19q13.12","ncRNA","TMEM147 antisense RNA 1"
"ENSG00000248682",22.191,0.321,0.474,"2.16e-01","4.90e-01","No","ENSG00000248682",NA,NA,NA,NA
"ENSG00000297084",21.309,0.321,0.432,"2.25e-01","5.00e-01","No","ENSG00000297084",NA,NA,NA,NA
"FBXL15",53.768,0.321,0.421,"2.25e-01","5.00e-01","No","ENSG00000107872","FBXL15","10q24.32","protein-coding","F-box and leucine rich repeat protein 15"
