"gene_symbols"	"SRR10446596"	"SRR10446599"	"SRR10446602"	"SRR10446605"	"SRR10446608"	"SRR10446611"
"ENSG00000122872"	"NA"	0	0	0	0	0	0
"ENSG00000254271"	"NA"	0	0	0	0	0	0
"ENSG00000170312"	"CDK1"	6	0	10	1	0	0
"ENSG00000223107"	"RNU2-72P"	4	0	2	0	5	0
"ENSG00000155287"	"SLC25A28"	163	371	444	198	266	248
"ENSG00000148826"	"NKX6-2"	4	9	44	23	26	22
"ENSG00000171811"	"CFAP46"	844	700	498	1350	1482	908
"ENSG00000199402"	"RNA5SP308"	0	0	0	0	0	0
"ENSG00000229605"	"RPL21P93"	0	0	0	0	0	0
"ENSG00000151474"	"FRMD4A"	1430	2131	1885	2009	2384	2002
"ENSG00000215227"	"NUTF2P5"	3	7	2	10	10	3
"ENSG00000229751"	"NA"	57	54	81	27	61	110
"ENSG00000285671"	"NA"	4	1	3	2	0	0
"ENSG00000266321"	"MIR4293"	0	0	0	0	0	0
"ENSG00000278100"	"NA"	0	0	0	0	0	0
"ENSG00000221371"	"MIR1265"	0	0	0	0	0	0
"ENSG00000232115"	"NA"	0	0	0	0	0	0
"ENSG00000151151"	"IPMK"	98	106	217	45	83	78
"ENSG00000180221"	"NA"	13	3	21	4	17	10
"ENSG00000122873"	"CISD1"	91	253	188	34	43	78
"ENSG00000228527"	"NA"	1	0	1	0	0	2
"ENSG00000261076"	"NA"	1	0	3	0	0	3
"ENSG00000107485"	"GATA3"	0	0	0	0	0	0
"ENSG00000225053"	"NA"	0	0	0	0	0	0
"ENSG00000234931"	"NA"	0	6	4	0	2	1
"ENSG00000156515"	"HK1"	979	1787	1337	1084	1269	919
"ENSG00000216937"	"CCDC7"	307	526	798	157	340	555
"ENSG00000015171"	"ZMYND11"	846	1710	2069	633	1098	1150
"ENSG00000148737"	"TCF7L2"	109	209	445	71	150	165
"ENSG00000047056"	"WDR37"	387	791	1005	579	745	454
"ENSG00000271385"	"NA"	7	14	12	2	5	6
"ENSG00000223876"	"RPS27P1"	0	0	1	0	1	0
"ENSG00000213449"	"NA"	0	0	1	2	0	0
"ENSG00000180581"	"NA"	3	8	5	0	1	1
"ENSG00000226083"	"SLC39A12-AS1"	0	3	0	0	0	0
"ENSG00000165995"	"CACNB2"	750	1361	1506	718	1122	797
"ENSG00000241058"	"NSUN6"	255	379	540	175	342	411
"ENSG00000165997"	"ARL5B"	64	218	280	51	35	82
"ENSG00000225509"	"AIFM1P1"	0	0	2	0	0	2
"ENSG00000150275"	"PCDH15"	267	253	1332	268	233	133
"ENSG00000198825"	"INPP5F"	1065	1928	2025	322	548	783
"ENSG00000242818"	"RN7SL846P"	3	12	8	1	8	4
"ENSG00000282413"	"NA"	0	0	0	0	0	0
"ENSG00000289966"	"NA"	22	9	11	6	8	18
"ENSG00000223455"	"NA"	0	0	0	0	0	0
"ENSG00000107651"	"SEC23IP"	263	396	858	211	388	420
"ENSG00000099251"	"NA"	3	1	6	0	1	0
"ENSG00000182632"	"NA"	0	0	0	0	0	1
"ENSG00000251079"	"NA"	3	0	0	0	0	0
"ENSG00000290453"	"NA"	5	2	10	21	15	9
"ENSG00000274167"	"NA"	9	0	3	0	0	2
"ENSG00000237840"	"FAM21FP"	0	0	1	0	0	2
"ENSG00000276805"	"NA"	0	0	0	0	0	0
"ENSG00000283709"	"NA"	0	0	0	0	0	0
"ENSG00000242338"	"NA"	6	5	20	3	4	8
"ENSG00000231122"	"NA"	0	0	0	0	0	0
"ENSG00000290779"	"FAM25EP"	0	0	0	0	0	0
"ENSG00000273225"	"NA"	0	0	0	0	0	0
"ENSG00000223820"	"NA"	0	0	0	0	0	0
"ENSG00000235687"	"NA"	0	0	0	0	0	0
"ENSG00000290801"	"LINC00993"	0	0	1	0	0	0
"ENSG00000238021"	"NA"	1	1	1	1	1	2
"ENSG00000280913"	"CTSLP3"	0	0	0	0	0	0
"ENSG00000265366"	"NA"	0	0	0	0	0	0
"ENSG00000224761"	"NA"	0	0	19	0	0	1
"ENSG00000265018"	"NA"	0	1	0	0	3	1
"ENSG00000278561"	"NA"	0	0	0	0	0	0
"ENSG00000165874"	"SHLD2P1"	0	0	0	0	0	0
"ENSG00000239883"	"NA"	142	163	251	34	98	192
"ENSG00000234814"	"NA"	1	0	2	0	2	0
"ENSG00000235618"	"NA"	1	7	4	0	0	9
"ENSG00000250959"	"NA"	0	0	0	0	0	0
"ENSG00000120555"	"NA"	0	0	0	0	0	0
"ENSG00000215146"	"NA"	0	0	0	0	0	0
"ENSG00000204177"	"NA"	5	0	3	0	1	0
"ENSG00000224597"	"NA"	0	0	0	0	0	0
"ENSG00000151150"	"ANK3"	3292	6266	9715	2259	3734	4407
"ENSG00000178440"	"TIMM23B-AGAP6"	48	42	92	25	46	89
"ENSG00000204149"	"AGAP6"	22	29	32	27	49	24
"ENSG00000264763"	"MIR4295"	0	4	2	0	2	1
"ENSG00000233340"	"NA"	12	29	34	6	9	21
"ENSG00000151532"	"VTI1A"	182	471	772	282	457	443
"ENSG00000095794"	"CREM"	91	134	152	66	97	90
"ENSG00000287945"	"NA"	24	33	18	4	8	24
"ENSG00000197467"	"COL13A1"	3	9	53	42	47	64
"ENSG00000249456"	"NA"	4	10	5	25	4	1
"ENSG00000019995"	"ZRANB1"	178	357	458	149	242	221
"ENSG00000264572"	"MIR4296"	0	1	3	5	7	0
"ENSG00000282787"	"NA"	0	2	0	0	0	3
"ENSG00000214298"	"NA"	0	0	0	0	2	1
"ENSG00000122859"	"NEUROG3"	0	1	1	5	1	2
"ENSG00000095787"	"WAC"	719	1989	1950	420	709	698
"ENSG00000189129"	"PLAC9"	56	154	136	135	174	156
"ENSG00000119938"	"PPP1R3C"	5	26	47	11	18	11
"ENSG00000152457"	"DCLRE1C"	137	235	526	78	174	224
"ENSG00000119912"	"IDE"	298	572	1073	220	467	522
"ENSG00000152778"	"IFIT5"	30	109	233	9	17	28
"ENSG00000265319"	"RN7SL847P"	0	2	0	0	0	0
"ENSG00000234043"	"NA"	51	36	40	10	13	19
"ENSG00000286981"	"NA"	5	21	16	17	9	12
"ENSG00000180628"	"PCGF5"	218	649	769	130	172	264
"ENSG00000287609"	"NA"	1	5	31	11	8	1
"ENSG00000154493"	"C10orf90"	5	12	92	50	20	29
"ENSG00000199321"	"LOC124900294"	2	0	0	0	0	0
"ENSG00000252888"	"NA"	0	0	0	0	0	0
"ENSG00000138315"	"OIT3"	6	10	5	2	0	8
"ENSG00000215086"	"NA"	0	4	1	0	0	0
"ENSG00000138308"	"PLA2G12B"	4	8	2	0	0	5
"ENSG00000213700"	"RPL17P50"	29	40	38	7	24	19
"ENSG00000122884"	"P4HA1"	148	257	301	114	183	188
"ENSG00000232646"	"NA"	0	4	3	0	1	0
"ENSG00000237768"	"NA"	11	9	12	3	1	4
"ENSG00000201047"	"NA"	0	0	0	0	0	0
"ENSG00000272630"	"NA"	23	36	79	16	9	24
"ENSG00000075891"	"PAX2"	7	11	20	3	10	7
"ENSG00000283053"	"NA"	0	3	0	0	0	0
"ENSG00000148680"	"HTR7"	25	38	20	20	28	19
"ENSG00000232706"	"NA"	1	0	2	1	0	0
"ENSG00000226168"	"LOC100421009"	0	0	0	0	0	0
"ENSG00000213667"	"NA"	0	1	0	0	0	0
"ENSG00000287221"	"NA"	0	0	2	0	0	0
"ENSG00000204147"	"ASAH2B"	32	61	94	17	29	26
"ENSG00000148584"	"A1CF"	9	9	40	1	10	0
"ENSG00000229711"	"NA"	0	0	3	2	0	0
"ENSG00000236944"	"NA"	0	0	1	0	0	0
"ENSG00000199733"	"RNA5SP307"	0	0	0	0	0	0
"ENSG00000236894"	"NA"	0	0	0	0	0	0
"ENSG00000233261"	"NA"	0	0	0	0	0	0
"ENSG00000231976"	"NA"	0	0	0	0	0	0
"ENSG00000279212"	"NA"	0	2	5	1	1	2
"ENSG00000148459"	"PDSS1"	75	115	270	153	202	158
"ENSG00000234788"	"HSPA8P3"	4	12	36	2	15	17
"ENSG00000136754"	"ABI1"	267	569	1096	245	404	290
"ENSG00000228169"	"NA"	8	15	15	7	23	5
"ENSG00000215760"	"TAF9BP2"	2	5	7	1	3	6
"ENSG00000226428"	"RPL15P13"	0	1	0	0	0	0
"ENSG00000165832"	"TRUB1"	151	359	257	72	115	88
"ENSG00000252611"	"RNU6-1121P"	0	2	1	0	0	0
"ENSG00000236799"	"LINC02626"	2	3	2	0	0	1
"ENSG00000234149"	"NA"	34	55	39	10	27	38
"ENSG00000227186"	"NA"	0	0	0	0	0	0
"ENSG00000188716"	"DUSP29"	0	0	0	1	1	0
"ENSG00000237882"	"NA"	0	0	0	0	0	1
"ENSG00000156671"	"SAMD8"	458	1001	1262	193	309	340
"ENSG00000232437"	"NA"	15	8	3	10	4	8
"ENSG00000165637"	"VDAC2"	114	275	211	81	106	81
"ENSG00000165644"	"COMTD1"	8	29	27	45	13	15
"ENSG00000290737"	"NA"	4	8	27	4	8	13
"ENSG00000148660"	"CAMK2G"	901	1610	2144	2386	2016	1588
"ENSG00000108094"	"CUL2"	316	503	723	124	288	341
"ENSG00000086475"	"SEPHS1"	77	105	142	55	85	106
"ENSG00000165626"	"BEND7"	26	67	106	16	66	43
"ENSG00000156113"	"KCNMA1"	4879	6656	7758	3546	6047	5913
"ENSG00000204161"	"TMEM273"	0	2	1	1	10	1
"ENSG00000095637"	"SORBS1"	3296	4747	3886	1864	4131	3622
"ENSG00000270778"	"NA"	0	1	0	0	0	0
"ENSG00000180745"	"CLRN3"	0	0	0	0	0	0
"ENSG00000132334"	"PTPRE"	433	659	582	349	401	403
"ENSG00000232259"	"NA"	22	53	25	20	47	33
"ENSG00000287427"	"NA"	43	54	60	39	41	39
"ENSG00000148773"	"MKI67"	3	2	2	3	10	2
"ENSG00000151240"	"DIP2C"	877	1691	1550	1950	1663	1076
"ENSG00000270099"	"NA"	0	0	0	0	0	0
"ENSG00000188649"	"CC2D2B"	28	45	107	10	36	80
"ENSG00000227805"	"RPL21P90"	0	1	4	0	0	9
"ENSG00000165886"	"UBTD1"	9	19	24	21	17	15
"ENSG00000165887"	"ANKRD2"	5	5	2	9	11	11
"ENSG00000241935"	"HOGA1"	18	14	36	9	21	16
"ENSG00000249967"	"NA"	0	0	0	0	0	0
"ENSG00000203942"	"C10orf62"	0	6	6	2	3	6
"ENSG00000171160"	"MORN4"	91	198	251	64	113	92
"ENSG00000155252"	"PI4K2A"	63	151	156	56	97	88
"ENSG00000119986"	"AVPI1"	31	87	66	24	77	38
"ENSG00000155254"	"MARVELD1"	49	107	70	68	101	53
"ENSG00000155256"	"ZFYVE27"	275	565	523	722	629	341
"ENSG00000120057"	"SFRP5"	20	13	14	37	20	12
"ENSG00000155265"	"GOLGA7B"	242	545	456	513	539	437
"ENSG00000095713"	"CRTAC1"	51	137	147	172	125	99
"ENSG00000278752"	"NA"	0	0	1	0	0	0
"ENSG00000166024"	"R3HCC1L"	176	235	308	127	227	240
"ENSG00000172987"	"HPSE2"	2	6	30	3	6	5
"ENSG00000274056"	"MIR6507"	0	0	0	0	0	0
"ENSG00000236818"	"NA"	0	1	1	0	0	5
"ENSG00000234109"	"RPL7P36"	0	0	2	1	0	0
"ENSG00000023839"	"ABCC2"	12	22	22	11	8	15
"ENSG00000107554"	"DNMBP"	108	160	322	119	243	255
"ENSG00000120054"	"CPN1"	0	0	1	0	0	0
"ENSG00000283232"	"CYP2C23P"	0	2	1	0	0	0
"ENSG00000232230"	"NA"	1	0	0	3	0	0
"ENSG00000270623"	"NA"	1	6	1	0	0	0
"ENSG00000107566"	"ERLIN1"	107	224	265	117	130	158
"ENSG00000213341"	"CHUK"	165	208	425	205	238	229
"ENSG00000236308"	"NA"	2	3	5	6	7	11
"ENSG00000095485"	"CWF19L1"	101	170	358	202	276	217
"ENSG00000212464"	"SNORA12"	245	266	268	1892	1484	330
"ENSG00000230224"	"PHB1P9"	45	57	72	45	84	44
"ENSG00000207362"	"RNU6-422P"	0	6	4	1	0	18
"ENSG00000196072"	"BLOC1S2"	46	214	211	49	92	82
"ENSG00000107593"	"PKD2L1"	82	159	179	144	125	131
"ENSG00000099194"	"SCD"	101	95	417	236	196	107
"ENSG00000227271"	"NA"	0	0	5	0	0	0
"ENSG00000233313"	"NA"	0	0	0	0	0	0
"ENSG00000223428"	"NA"	0	2	2	3	1	0
"ENSG00000236797"	"NA"	1	0	22	22	36	16
"ENSG00000165655"	"ZNF503"	15	37	28	68	29	29
"ENSG00000148655"	"LRMDA"	22	23	28	32	45	67
"ENSG00000279814"	"NA"	0	1	8	0	1	4
"ENSG00000207583"	"MIR606"	2	0	0	0	0	0
"ENSG00000286715"	"NA"	5	10	4	3	8	2
"ENSG00000268659"	"NA"	1	0	1	2	0	6
"ENSG00000228280"	"NA"	2	6	1	5	2	2
"ENSG00000265486"	"RN7SL518P"	0	0	0	0	0	0
"ENSG00000201954"	"RNU6-673P"	0	0	0	0	0	3
"ENSG00000278992"	"NA"	0	1	1	0	0	3
"ENSG00000230575"	"NA"	0	4	3	2	1	3
"ENSG00000181915"	"ADO"	50	169	183	9	23	42
"ENSG00000272933"	"NA"	0	0	0	0	0	0
"ENSG00000138175"	"ARL3"	129	286	430	53	137	135
"ENSG00000156398"	"SFXN2"	69	204	319	164	208	211
"ENSG00000107854"	"TNKS2"	440	711	1211	625	661	705
"ENSG00000273497"	"NA"	0	0	0	0	0	0
"ENSG00000174721"	"FGFBP3"	13	27	36	19	21	4
"ENSG00000272817"	"NA"	0	0	0	0	0	0
"ENSG00000151553"	"FHIP2A"	243	546	693	141	219	211
"ENSG00000215002"	"NA"	2	0	1	0	0	0
"ENSG00000108018"	"SORCS1"	705	1043	1715	812	1280	1373
"ENSG00000200626"	"RNA5SP325"	3	5	36	5	8	1
"ENSG00000066468"	"FGFR2"	133	223	436	192	183	197
"ENSG00000271360"	"USP6NL-AS1"	0	0	0	0	1	4
"ENSG00000134463"	"ECHDC3"	3	24	13	19	22	6
"ENSG00000148426"	"PROSER2"	3	0	7	3	0	0
"ENSG00000151461"	"UPF2"	574	1454	1083	792	875	817
"ENSG00000251957"	"RNU6-1095P"	0	0	1	1	0	0
"ENSG00000181192"	"DHTKD1"	119	182	368	194	231	202
"ENSG00000272507"	"RNU6-88P"	0	0	1	0	0	0
"ENSG00000065665"	"SEC61A2"	339	464	785	222	434	419
"ENSG00000265653"	"MIR548AK"	0	2	1	0	3	0
"ENSG00000165609"	"NUDT5"	189	297	465	98	217	220
"ENSG00000151465"	"CDC123"	150	214	572	156	164	175
"ENSG00000264036"	"RN7SL198P"	0	0	0	1	0	0
"ENSG00000252438"	"NA"	13	18	23	11	19	13
"ENSG00000148484"	"RSU1"	104	90	112	52	88	55
"ENSG00000225213"	"NA"	22	28	32	6	10	37
"ENSG00000275001"	"NA"	2	2	2	0	0	2
"ENSG00000107562"	"CXCL12"	2	23	25	3	5	4
"ENSG00000270767"	"NA"	3	1	1	0	0	0
"ENSG00000287173"	"NA"	0	0	0	0	0	0
"ENSG00000234580"	"LOC124902534"	0	0	0	0	0	0
"ENSG00000178645"	"C10orf53"	7	12	4	1	1	3
"ENSG00000204130"	"RUFY2"	919	1266	2481	687	1225	1435
"ENSG00000138346"	"DNA2"	142	225	365	64	115	193
"ENSG00000234806"	"RPL26P29"	0	8	6	0	0	3
"ENSG00000199638"	"RNA5SP319"	1	2	4	2	3	0
"ENSG00000122912"	"SLC25A16"	180	334	461	179	210	232
"ENSG00000226493"	"RPL26P27"	19	33	54	9	13	20
"ENSG00000207438"	"NA"	6	1	6	1	0	0
"ENSG00000214881"	"NA"	0	0	0	0	0	0
"ENSG00000138336"	"TET1"	138	129	232	64	76	122
"ENSG00000213025"	"NA"	10	3	2	1	2	9
"ENSG00000227583"	"RPS3AP37"	10	4	8	0	3	5
"ENSG00000260400"	"NA"	5	25	30	0	9	26
"ENSG00000270494"	"NA"	0	0	0	0	0	0
"ENSG00000195401"	"NA"	12	11	12	10	19	4
"ENSG00000283551"	"SNORD98"	3	0	1	0	0	1
"ENSG00000221184"	"NA"	11	2	16	7	9	5
"ENSG00000079332"	"SAR1A"	244	417	745	121	152	231
"ENSG00000122863"	"CHST3"	1	10	106	22	44	10
"ENSG00000272988"	"NA"	0	0	1	0	3	0
"ENSG00000107742"	"SPOCK2"	1229	2578	2510	1105	708	508
"ENSG00000138303"	"ASCC1"	193	296	389	180	335	254
"ENSG00000274742"	"NA"	0	3	7	2	0	3
"ENSG00000222430"	"NA"	5	1	1	0	2	0
"ENSG00000107859"	"PITX3"	6	1	0	2	7	0
"ENSG00000213574"	"NA"	1	0	3	0	0	0
"ENSG00000188613"	"NANOS1"	2	22	32	9	4	11
"ENSG00000107581"	"EIF3A"	1226	2605	1840	1462	1584	1432
"ENSG00000207468"	"SNORA19"	25	60	415	448	269	49
"ENSG00000222588"	"LOC124900296"	0	1	2	0	0	1
"ENSG00000271343"	"NA"	0	0	0	0	0	0
"ENSG00000119979"	"DENND10"	120	203	215	109	149	149
"ENSG00000183605"	"SFXN4"	80	142	136	106	99	158
"ENSG00000165672"	"PRDX3"	117	278	247	94	85	112
"ENSG00000198873"	"GRK5"	139	143	81	84	106	92
"ENSG00000228485"	"NA"	7	4	3	1	0	5
"ENSG00000242853"	"RN7SL749P"	1	3	10	1	1	1
"ENSG00000265719"	"MIR4681"	1	2	1	1	0	0
"ENSG00000152782"	"PANK1"	127	206	320	73	128	143
"ENSG00000243660"	"ZNF487"	143	261	520	125	251	327
"ENSG00000230445"	"LRRC37A6P"	7	4	1	4	3	3
"ENSG00000180764"	"NA"	0	0	0	0	0	0
"ENSG00000293162"	"PIPSL"	0	1	1	0	0	0
"ENSG00000235705"	"NA"	0	0	0	0	0	0
"ENSG00000234420"	"NA"	0	0	0	0	0	0
"ENSG00000270300"	"PHACTR2P1"	10	9	22	6	7	13
"ENSG00000231345"	"NA"	0	0	1	5	0	1
"ENSG00000293353"	"NA"	0	0	1	1	0	1
"ENSG00000242600"	"NA"	0	0	0	0	0	0
"ENSG00000293431"	"MBL1P"	2	11	23	43	36	11
"ENSG00000243316"	"GUCY2GP"	0	0	0	0	0	0
"ENSG00000150175"	"NA"	0	0	0	0	0	0
"ENSG00000293149"	"NA"	0	0	0	0	0	0
"ENSG00000187908"	"DMBT1"	0	0	2	3	0	0
"ENSG00000286114"	"NA"	0	0	0	0	0	0
"ENSG00000286135"	"SPADH"	0	0	0	0	0	0
"ENSG00000293449"	"NA"	0	0	0	0	0	0
"ENSG00000079393"	"DUSP13B"	0	0	0	0	0	0
"ENSG00000293542"	"DUSP13B"	0	0	0	0	0	0
"ENSG00000293543"	"DUSP13A"	0	0	0	0	0	0
"ENSG00000183559"	"C10orf120"	0	0	0	0	0	0
"ENSG00000176584"	"NA"	3	3	1	12	3	3
"ENSG00000138161"	"CUZD1"	3	7	5	11	5	16
"ENSG00000286088"	"FAM24B-CUZD1"	3	0	0	0	0	0
"ENSG00000213185"	"FAM24B"	11	5	23	7	28	22
"ENSG00000255624"	"NA"	0	0	0	0	0	0
"ENSG00000203795"	"FAM24A"	1	3	4	0	0	0
"ENSG00000119965"	"C10orf88"	58	112	122	28	75	67
"ENSG00000179988"	"PSTK"	148	212	313	76	132	163
"ENSG00000095574"	"IKZF5"	142	238	498	48	153	146
"ENSG00000188316"	"ENO4"	25	44	82	12	28	78
"ENSG00000252149"	"RNA5SP315"	0	0	2	0	0	0
"ENSG00000290899"	"PTPN20CP"	0	0	0	0	0	0
"ENSG00000107796"	"ACTA2"	107	232	365	32	102	201
"ENSG00000107779"	"BMPR1A"	154	291	331	71	107	175
"ENSG00000171862"	"PTEN"	534	1141	1583	175	405	594
"ENSG00000232109"	"VN1R54P"	0	0	0	0	0	0
"ENSG00000231009"	"CUBNP1"	0	0	0	0	0	2
"ENSG00000230425"	"NA"	0	0	3	2	0	0
"ENSG00000270552"	"NA"	0	0	0	0	0	0
"ENSG00000165733"	"BMS1"	646	1307	1439	743	1181	1031
"ENSG00000252416"	"RNU6-885P"	0	0	0	0	0	0
"ENSG00000165731"	"RET"	29	88	104	58	73	97
"ENSG00000234319"	"RPS12P2"	0	1	1	0	0	0
"ENSG00000234743"	"NA"	0	0	0	0	0	0
"ENSG00000279359"	"NA"	0	0	1	3	0	0
"ENSG00000151224"	"MAT1A"	5	4	4	7	0	0
"ENSG00000232950"	"NA"	0	1	1	0	0	0
"ENSG00000235858"	"NA"	0	0	0	0	0	3
"ENSG00000170788"	"DYDC1"	0	0	1	4	0	0
"ENSG00000133665"	"DYDC2"	5	13	15	14	9	3
"ENSG00000122378"	"PRXL2A"	369	796	772	452	512	453
"ENSG00000108219"	"TSPAN14"	304	707	720	576	452	349
"ENSG00000178217"	"SH2D4B"	16	20	39	63	37	20
"ENSG00000233353"	"RPS7P9"	0	1	2	0	0	0
"ENSG00000233135"	"RPS27P18"	0	0	0	0	0	0
"ENSG00000175018"	"TEX36"	0	2	1	0	6	0
"ENSG00000214297"	"NA"	0	0	3	0	0	0
"ENSG00000224023"	"EDRF1-DT"	17	45	35	12	14	40
"ENSG00000236991"	"EDRF1-AS1"	10	21	63	12	18	38
"ENSG00000107938"	"EDRF1"	398	478	1049	338	769	795
"ENSG00000154485"	"MMP21"	37	42	65	18	43	41
"ENSG00000188690"	"UROS"	337	458	540	558	491	440
"ENSG00000265092"	"MIR4484"	8	2	3	0	13	0
"ENSG00000107949"	"BCCIP"	240	386	409	214	341	240
"ENSG00000089876"	"DHX32"	128	170	271	107	153	162
"ENSG00000277371"	"NA"	2	3	2	2	0	0
"ENSG00000222629"	"RNU2-42P"	0	0	1	0	0	0
"ENSG00000203780"	"FANK1"	15	39	37	18	35	33
"ENSG00000234016"	"NA"	0	0	0	2	0	4
"ENSG00000233409"	"FANK1-AS1"	0	3	2	1	1	0
"ENSG00000222740"	"RNA5SP328"	0	0	0	0	0	0
"ENSG00000273413"	"NA"	0	0	0	0	0	0
"ENSG00000226899"	"NA"	29	8	25	17	2	20
"ENSG00000199466"	"NA"	7	10	41	2	13	34
"ENSG00000165660"	"ABRAXAS2"	105	199	255	90	131	136
"ENSG00000207494"	"NA"	0	4	15	2	9	3
"ENSG00000214807"	"NA"	0	0	1	0	0	0
"ENSG00000273599"	"NA"	31	86	69	117	108	45
"ENSG00000175029"	"CTBP2"	143	266	271	262	276	238
"ENSG00000226699"	"NA"	2	1	2	2	0	2
"ENSG00000275015"	"NA"	5	7	16	1	1	1
"ENSG00000184719"	"RNLS"	36	63	108	41	47	52
"ENSG00000180139"	"ACTA2-AS1"	51	68	133	14	60	56
"ENSG00000232110"	"LOC124902477"	151	111	236	132	265	176
"ENSG00000228938"	"NA"	0	0	0	0	3	0
"ENSG00000287150"	"NA"	0	1	1	0	0	0
"ENSG00000222451"	"RN7SKP143"	0	0	0	2	0	0
"ENSG00000224750"	"NA"	0	6	2	0	1	1
"ENSG00000238291"	"NA"	1	0	1	2	1	0
"ENSG00000226245"	"ZNF32-AS1"	0	1	9	1	4	1
"ENSG00000271173"	"NA"	0	0	0	0	0	0
"ENSG00000224162"	"NA"	0	0	4	0	0	0
"ENSG00000223746"	"NA"	0	0	0	0	0	0
"ENSG00000226790"	"NA"	0	0	11	0	1	1
"ENSG00000230534"	"NA"	8	18	7	1	6	8
"ENSG00000108100"	"CCNY"	330	487	471	228	294	260
"ENSG00000273312"	"NA"	3	8	5	1	0	2
"ENSG00000177291"	"GJD4"	0	1	0	0	1	2
"ENSG00000177283"	"FZD8"	3	11	7	5	16	7
"ENSG00000284265"	"MIR4683"	0	0	0	0	0	0
"ENSG00000289934"	"NA"	0	0	3	0	0	0
"ENSG00000212743"	"NA"	0	1	32	0	18	3
"ENSG00000065675"	"PRKCQ"	53	63	105	72	48	36
"ENSG00000148671"	"ADIRF"	0	0	0	0	0	0
"ENSG00000293605"	"NA"	0	0	0	0	0	0
"ENSG00000151303"	"NA"	3	5	10	3	9	6
"ENSG00000293390"	"NA"	1	3	14	4	4	5
"ENSG00000285402"	"NA"	7	12	21	9	5	24
"ENSG00000285294"	"LINC00842"	5	1	11	11	15	8
"ENSG00000285662"	"FAM245B"	14	12	54	11	26	24
"ENSG00000291069"	"BMS1P1"	207	181	299	99	173	375
"ENSG00000203791"	"EEF1AKMT2"	107	235	479	58	95	171
"ENSG00000229919"	"NA"	0	1	2	0	0	0
"ENSG00000200849"	"NA"	0	0	2	0	0	0
"ENSG00000272436"	"NA"	0	3	1	0	0	2
"ENSG00000279575"	"NA"	0	12	2	0	3	0
"ENSG00000287309"	"NA"	15	30	15	3	17	21
"ENSG00000289328"	"NA"	186	236	110	39	82	242
"ENSG00000289363"	"NA"	157	222	157	18	39	149
"ENSG00000227395"	"EIF2AP4"	21	15	56	9	13	33
"ENSG00000289834"	"NA"	0	0	0	0	0	0
"ENSG00000259267"	"LINC02622"	0	1	2	1	0	3
"ENSG00000166224"	"SGPL1"	236	425	589	340	508	344
"ENSG00000272599"	"NA"	11	17	33	8	13	18
"ENSG00000187783"	"TMEM72"	5	5	6	18	15	14
"ENSG00000107551"	"RASSF4"	207	360	1087	537	425	486
"ENSG00000165507"	"DEPP1"	20	65	149	76	67	74
"ENSG00000165512"	"ZNF22"	6	6	30	1	1	8
"ENSG00000270258"	"NA"	0	0	1	0	6	0
"ENSG00000226937"	"CEP164P1"	0	0	0	0	0	0
"ENSG00000228462"	"RPS19P7"	1	0	0	0	1	0
"ENSG00000232554"	"NA"	0	0	0	0	0	0
"ENSG00000236442"	"NA"	0	0	1	0	13	0
"ENSG00000263476"	"MIR3156-1"	0	0	0	0	6	0
"ENSG00000275312"	"NA"	2	2	0	0	0	0
"ENSG00000278531"	"NA"	0	0	0	0	0	0
"ENSG00000207071"	"RNU6-1207P"	0	0	0	0	1	0
"ENSG00000234993"	"CUBNP2"	0	0	7	0	3	2
"ENSG00000224402"	"OR6D1P"	0	0	0	0	0	0
"ENSG00000256574"	"OR13A1"	1	0	10	1	1	0
"ENSG00000012779"	"ALOX5"	21	10	42	27	41	11
"ENSG00000288090"	"NA"	36	45	48	51	78	54
"ENSG00000201393"	"LOC124902568"	9	8	2	5	7	6
"ENSG00000282952"	"NA"	4	4	7	0	0	4
"ENSG00000207275"	"RNU6-441P"	1	6	2	0	0	0
"ENSG00000138182"	"KIF20B"	85	124	240	17	103	141
"ENSG00000283578"	"MTND5P42"	3	0	0	0	0	0
"ENSG00000270670"	"NA"	0	0	0	0	0	0
"ENSG00000278601"	"NA"	2	3	22	0	0	4
"ENSG00000270589"	"NA"	11	25	114	11	17	20
"ENSG00000203867"	"RBM20"	36	68	21	89	117	99
"ENSG00000226864"	"NA"	0	0	0	0	0	0
"ENSG00000276742"	"NA"	0	2	2	0	1	3
"ENSG00000273891"	"NA"	23	22	31	3	23	9
"ENSG00000285715"	"NA"	0	0	0	0	0	0
"ENSG00000285973"	"NA"	18	17	12	6	18	16
"ENSG00000227932"	"NA"	0	0	0	0	0	0
"ENSG00000235843"	"NA"	2	9	7	2	5	1
"ENSG00000171206"	"TRIM8"	201	481	602	333	313	207
"ENSG00000099246"	"RAB18"	470	931	1409	111	327	538
"ENSG00000212325"	"NA"	0	2	0	0	0	0
"ENSG00000075290"	"WNT8B"	13	23	56	32	30	33
"ENSG00000166136"	"NDUFB8"	47	72	210	113	116	82
"ENSG00000136750"	"GAD2"	511	588	1145	162	144	104
"ENSG00000136758"	"YME1L1"	371	622	1207	299	571	560
"ENSG00000150093"	"ITGB1"	217	260	775	168	338	415
"ENSG00000201260"	"RNU6-1075P"	0	0	1	0	0	0
"ENSG00000165983"	"PTER"	141	421	287	20	30	42
"ENSG00000223156"	"RNU2-18P"	0	0	0	0	2	0
"ENSG00000165985"	"C1QL3"	95	281	171	53	47	41
"ENSG00000229261"	"LOC101928994"	1	0	4	1	0	0
